network_packet_size,login_attempts,session_duration,ip_reputation_score,failed_logins,unusual_time_access,attack_detected,protocol_type_ICMP,protocol_type_TCP,protocol_type_UDP,encryption_used_AES,encryption_used_DES,encryption_used_None,browser_type_Chrome,browser_type_Edge,browser_type_Firefox,browser_type_Safari,browser_type_Unknown
719,6,852.1604925,0.124791926,1,0,0,0,1,0,1,0,0,1,0,0,0,0
665,2,167.6584417,0.311150174,1,1,0,1,0,0,1,0,0,1,0,0,0,0
662,2,3020.386032,0.205628071,0,0,0,0,1,0,0,0,1,1,0,0,0,0
761,5,587.6644391,0.223404842,3,0,1,0,1,0,1,0,0,1,0,0,0,0
504,4,2301.836606,0.037554854,1,0,0,0,1,0,1,0,0,0,0,1,0,0
636,5,1000.174074,0.530251747,2,0,1,0,1,0,1,0,0,1,0,0,0,0
437,9,32.72496453,0.655557008,2,0,1,0,0,1,0,0,1,1,0,0,0,0
564,5,619.4779793,0.700845966,3,0,1,0,1,0,1,0,0,1,0,0,0,0
473,3,1785.567996,0.206551231,1,0,0,0,1,0,1,0,0,0,0,1,0,0
519,3,42.53556727,0.094259056,3,0,1,0,1,0,1,0,0,0,1,0,0,0
619,1,1612.287802,0.287408031,1,0,0,0,1,0,1,0,0,0,0,0,1,0
336,1,760.2737508,0.166368751,1,0,0,1,0,0,1,0,0,0,0,0,0,1
918,3,36.43923791,0.090857542,0,0,1,0,1,0,0,1,0,0,1,0,0,0
298,5,374.2107755,0.120292144,0,0,0,0,0,1,0,1,0,1,0,0,0,0
257,1,24.50807465,0.052748925,2,0,0,0,1,0,0,1,0,1,0,0,0,0
731,2,1.374217826,0.596147402,2,0,0,0,1,0,1,0,0,1,0,0,0,0
658,3,1813.968433,0.273189035,1,0,1,1,0,0,1,0,0,0,0,1,0,0
624,4,1104.498939,0.392921256,1,0,0,0,1,0,0,0,1,1,0,0,0,0
625,4,273.3975467,0.869193052,3,0,1,0,1,0,0,1,0,1,0,0,0,0
497,5,96.56933345,0.328681121,1,0,1,0,1,0,1,0,0,0,0,1,0,0
320,5,44.77607149,0.240583882,0,0,0,0,1,0,1,0,0,1,0,0,0,0
515,4,1993.277559,0.425469374,1,0,0,0,0,1,1,0,0,0,0,1,0,0
364,5,785.8522366,0.242100325,2,0,0,0,1,0,0,1,0,1,0,0,0,0
695,5,140.0151608,0.268389913,1,0,1,0,0,1,1,0,0,1,0,0,0,0
470,5,915.2107097,0.384418576,1,0,0,0,1,0,0,0,1,1,0,0,0,0
334,4,5443.232509,0.1400076,1,0,0,0,1,0,1,0,0,0,0,1,0,0
435,2,1241.038683,0.149423039,0,0,0,0,1,0,1,0,0,1,0,0,0,0
582,4,473.2415177,0.156339294,0,0,0,0,1,0,1,0,0,1,0,0,0,0
387,3,1346.367119,0.506632905,3,0,1,1,0,0,0,0,1,1,0,0,0,0
335,10,1091.021223,0.419770377,2,0,1,0,1,0,0,0,1,0,0,1,0,0
548,2,74.26541694,0.426519135,0,0,0,0,1,0,1,0,0,1,0,0,0,0
548,8,2079.679127,0.591484221,1,0,1,0,0,1,1,0,0,1,0,0,0,0
398,1,1724.044442,0.020164717,3,1,1,0,0,1,0,0,1,0,0,1,0,0
405,1,714.3709933,0.373661773,1,1,0,0,1,0,1,0,0,0,0,1,0,0
546,5,567.6638977,0.266271018,0,1,0,0,0,1,1,0,0,0,1,0,0,0
210,5,206.748624,0.050745958,3,0,1,0,1,0,0,0,1,1,0,0,0,0
218,2,1438.823738,0.774469965,1,0,1,0,1,0,0,0,1,0,0,0,1,0
356,5,452.3471177,0.365331434,3,1,1,0,1,0,1,0,0,1,0,0,0,0
457,8,692.6809548,0.040714334,2,0,1,0,1,0,1,0,0,0,0,1,0,0
562,8,149.1479899,0.436620873,1,0,1,0,1,0,0,0,1,0,1,0,0,0
795,5,192.4584108,0.516055143,4,0,1,0,1,0,1,0,0,0,1,0,0,0
671,3,3370.574061,0.36419331,3,0,1,0,1,0,1,0,0,0,0,1,0,0
468,5,544.9748402,0.265169605,1,0,1,0,0,1,1,0,0,0,0,0,0,1
496,3,1353.138477,0.247824023,1,0,0,1,0,0,0,0,1,1,0,0,0,0
299,5,1416.295905,0.583533769,0,0,0,0,0,1,1,0,0,0,0,1,0,0
496,4,3192.434491,0.467379886,3,0,1,0,1,0,1,0,0,1,0,0,0,0
442,2,3255.129333,0.462124301,3,0,1,0,1,0,1,0,0,1,0,0,0,0
564,10,488.4510877,0.318648705,2,0,1,0,1,0,0,0,1,1,0,0,0,0
334,3,2401.728352,0.094255671,3,0,1,0,1,0,0,1,0,0,0,1,0,0
603,3,363.876926,0.632443083,1,0,1,0,1,0,0,1,0,0,1,0,0,0
806,6,748.4586144,0.729387194,0,0,1,0,1,0,0,1,0,1,0,0,0,0
478,5,1379.485976,0.548642161,2,0,0,0,0,1,0,1,0,0,0,1,0,0
580,7,1960.743147,0.213434189,4,0,1,0,1,0,1,0,0,1,0,0,0,0
638,4,593.599774,0.202530015,1,0,0,0,1,0,0,0,1,0,0,1,0,0
419,5,432.8347036,0.461211518,1,1,0,0,1,0,0,1,0,1,0,0,0,0
544,3,1043.08771,0.230473141,3,1,1,0,1,0,0,1,0,1,0,0,0,0
502,2,486.9383157,0.232017343,2,0,0,0,1,0,0,1,0,0,0,0,0,1
519,2,891.3091644,0.518790532,1,0,0,0,1,0,1,0,0,0,1,0,0,0
345,4,1304.606497,0.312577903,2,1,0,0,1,0,1,0,0,0,0,1,0,0
504,5,1471.721459,0.563342678,1,0,0,0,1,0,0,1,0,1,0,0,0,0
599,5,234.7605879,0.327744186,2,1,0,0,1,0,1,0,0,0,0,1,0,0
790,6,677.8934495,0.056714208,1,0,0,0,0,1,1,0,0,1,0,0,0,0
691,7,20.2823604,0.100432534,1,1,1,0,0,1,0,1,0,0,0,1,0,0
930,6,1278.625149,0.384253129,3,0,1,0,1,0,0,1,0,0,1,0,0,0
346,2,106.9121342,0.287944899,2,0,0,0,1,0,0,0,1,0,0,1,0,0
674,1,1642.610566,0.264778589,2,1,0,0,0,1,0,1,0,0,1,0,0,0
536,5,417.7918884,0.292890961,1,1,0,0,1,0,1,0,0,1,0,0,0,0
937,6,146.4350007,0.763865272,1,0,1,0,1,0,1,0,0,1,0,0,0,0
338,4,1270.982731,0.392721105,2,1,1,0,1,0,0,1,0,1,0,0,0,0
332,6,178.8012794,0.217152145,1,0,0,0,1,0,0,0,1,0,1,0,0,0
380,7,401.2478457,0.217827316,4,1,1,0,0,1,1,0,0,1,0,0,0,0
75,2,669.3853367,0.696400029,1,0,1,0,0,1,0,1,0,0,0,1,0,0
394,5,357.0671062,0.078366881,1,0,0,0,1,0,1,0,0,1,0,0,0,0
348,2,157.8137434,0.13292962,3,0,1,0,1,0,1,0,0,0,0,1,0,0
530,6,416.8271023,0.090985716,1,1,0,0,1,0,0,1,0,0,0,0,1,0
568,7,124.6163386,0.307605259,2,0,1,0,1,0,0,1,0,1,0,0,0,0
875,4,1015.963208,0.126803501,3,0,1,1,0,0,1,0,0,1,0,0,0,0
690,5,150.5155473,0.150341,2,0,0,0,1,0,0,0,1,0,0,1,0,0
384,4,526.8150374,0.117335389,1,0,0,0,1,0,0,1,0,0,1,0,0,0
320,4,657.4724714,0.334490656,0,0,0,0,0,1,0,1,0,1,0,0,0,0
598,2,2321.311931,0.054976941,2,1,1,0,0,1,1,0,0,1,0,0,0,0
235,4,65.19224417,0.245024511,2,0,0,0,0,1,1,0,0,1,0,0,0,0
866,8,2132.628167,0.118687722,1,0,1,0,1,0,0,0,1,1,0,0,0,0
735,2,186.7837862,0.119475509,2,0,0,0,1,0,0,1,0,1,0,0,0,0
406,1,1470.760245,0.386785272,2,0,0,0,1,0,0,0,1,1,0,0,0,0
157,7,75.88405038,0.09911792,2,0,1,0,1,0,1,0,0,1,0,0,0,0
770,2,3586.530364,0.437419939,1,0,0,1,0,0,0,0,1,1,0,0,0,0
477,2,1318.679191,0.357127994,0,0,0,0,1,0,1,0,0,0,0,1,0,0
747,3,52.01584766,0.172396815,4,0,1,1,0,0,1,0,0,1,0,0,0,0
181,5,192.7518185,0.434781187,0,0,1,0,1,0,1,0,0,1,0,0,0,0
380,4,636.2236509,0.519926678,3,0,1,0,0,1,0,0,1,0,0,0,1,0
501,5,593.150954,0.377176643,0,0,1,0,1,0,1,0,0,0,0,0,0,1
509,6,793.8232754,0.148851366,2,0,0,1,0,0,1,0,0,0,0,1,0,0
409,3,498.1609302,0.189520341,0,0,0,0,1,0,1,0,0,1,0,0,0,0
624,4,1059.901482,0.263002679,2,1,0,0,1,0,1,0,0,0,0,0,1,0
286,4,342.7646285,0.157159695,0,0,0,0,0,1,0,1,0,0,0,1,0,0
471,4,155.2434571,0.383912497,2,0,0,0,1,0,0,0,1,1,0,0,0,0
524,3,27.49055556,0.362269685,1,0,0,0,1,0,1,0,0,0,1,0,0,0
602,5,314.1563265,0.289065349,1,0,0,1,0,0,1,0,0,1,0,0,0,0
642,6,445.3264986,0.318640241,0,0,0,0,1,0,0,1,0,0,0,1,0,0
275,6,860.8594654,0.145454359,1,0,0,0,1,0,1,0,0,1,0,0,0,0
193,2,1313.801753,0.275964215,2,1,0,0,1,0,0,0,1,0,0,1,0,0
755,6,219.6155862,0.479602014,2,0,0,0,0,1,1,0,0,1,0,0,0,0
566,5,543.715128,0.615184812,2,0,1,0,1,0,0,0,1,0,0,1,0,0
350,4,212.9805955,0.319267029,3,0,1,0,1,0,1,0,0,1,0,0,0,0
810,6,2415.452121,0.486050128,2,0,0,0,1,0,1,0,0,0,0,1,0,0
523,1,834.2698472,0.245715101,1,0,1,0,1,0,0,1,0,1,0,0,0,0
735,5,906.3205408,0.041778128,2,0,1,0,1,0,0,0,1,1,0,0,0,0
513,2,606.1044441,0.440786022,1,0,1,0,1,0,1,0,0,0,1,0,0,0
912,6,264.838918,0.519106392,2,0,1,0,1,0,1,0,0,1,0,0,0,0
851,7,178.9448375,0.24651144,2,0,1,0,1,0,0,1,0,0,0,1,0,0
450,4,855.1935031,0.140499663,1,0,0,0,1,0,1,0,0,1,0,0,0,0
694,4,2037.839554,0.134227562,4,1,1,0,1,0,0,1,0,0,0,1,0,0
629,7,191.5135728,0.181773887,0,1,1,0,1,0,1,0,0,0,0,1,0,0
773,2,678.4652915,0.166040925,1,0,0,0,1,0,0,1,0,0,0,1,0,0
307,6,602.8699076,0.787027046,3,0,1,0,1,0,0,0,1,0,1,0,0,0
637,2,821.0030059,0.144507002,1,0,0,0,1,0,1,0,0,0,1,0,0,0
711,5,708.9777705,0.046325732,2,0,0,0,1,0,0,0,1,1,0,0,0,0
148,4,254.8370557,0.233241369,1,0,1,0,0,1,1,0,0,0,0,1,0,0
263,3,940.6755582,0.121795795,3,1,1,0,1,0,0,1,0,1,0,0,0,0
92,1,254.6887829,0.291331822,4,0,1,0,1,0,1,0,0,1,0,0,0,0
446,2,846.7298282,0.575462812,1,0,0,0,1,0,1,0,0,1,0,0,0,0
643,3,285.2637909,0.253875261,3,0,1,0,1,0,0,1,0,1,0,0,0,0
800,3,68.81479968,0.564630378,1,0,0,0,0,1,0,1,0,1,0,0,0,0
514,2,108.8604371,0.367437097,2,0,1,0,1,0,1,0,0,0,0,1,0,0
825,8,1437.07797,0.383950945,3,1,1,0,1,0,1,0,0,0,1,0,0,0
223,5,103.4997025,0.625918113,2,0,1,0,1,0,1,0,0,1,0,0,0,0
159,4,320.995089,0.165069783,2,0,0,0,1,0,1,0,0,1,0,0,0,0
488,2,271.3394688,0.118112115,3,0,1,0,1,0,1,0,0,1,0,0,0,0
576,6,47.6808694,0.440980888,2,0,0,0,1,0,0,1,0,0,1,0,0,0
493,4,732.0722289,0.528736226,0,0,1,0,0,1,0,0,1,0,0,0,0,1
86,4,1282.706905,0.399724831,2,0,1,0,1,0,0,1,0,1,0,0,0,0
482,3,3896.328708,0.258230168,3,0,1,0,1,0,1,0,0,1,0,0,0,0
239,3,2199.498919,0.678759019,2,0,1,0,1,0,0,0,1,1,0,0,0,0
633,5,40.46735178,0.116791067,2,1,0,0,1,0,1,0,0,0,0,1,0,0
573,4,238.1952989,0.045119625,1,0,0,0,1,0,0,1,0,1,0,0,0,0
312,3,424.9835811,0.123326407,2,0,1,0,1,0,1,0,0,1,0,0,0,0
397,2,1663.645062,0.277245156,3,0,1,0,1,0,0,1,0,0,0,1,0,0
288,4,357.1356621,0.377761829,1,0,0,0,1,0,1,0,0,0,1,0,0,0
487,3,675.7573724,0.298436585,3,0,1,0,0,1,1,0,0,0,0,1,0,0
691,5,862.090649,0.279660388,2,1,0,0,1,0,0,1,0,0,1,0,0,0
302,4,283.0104775,0.655056049,1,0,1,0,0,1,0,0,1,1,0,0,0,0
600,2,697.7052943,0.284606189,2,0,0,0,1,0,1,0,0,0,0,1,0,0
393,1,41.78067201,0.322375782,1,0,0,0,1,0,1,0,0,1,0,0,0,0
341,6,523.4231991,0.327686062,2,0,0,0,0,1,1,0,0,1,0,0,0,0
478,3,380.5414987,0.210344227,3,0,1,0,1,0,0,0,1,0,1,0,0,0
292,2,351.7404524,0.031763495,1,1,0,0,0,1,0,0,1,0,0,1,0,0
389,2,214.1915632,0.358443921,1,0,1,0,0,1,1,0,0,0,0,1,0,0
260,4,1361.831532,0.516578602,1,0,0,0,1,0,1,0,0,1,0,0,0,0
892,5,1709.134691,0.499203837,2,0,0,0,1,0,1,0,0,0,0,0,1,0
507,5,1752.323344,0.284167434,0,1,0,0,1,0,1,0,0,0,0,1,0,0
360,3,403.4865778,0.155770999,1,0,0,1,0,0,1,0,0,0,1,0,0,0
542,3,239.9778828,0.501838885,1,1,0,0,0,1,1,0,0,1,0,0,0,0
477,2,82.87836042,0.063392462,2,1,0,0,1,0,1,0,0,0,0,1,0,0
455,3,892.7882702,0.084223022,0,0,0,0,1,0,1,0,0,0,1,0,0,0
622,4,320.5823949,0.55494438,1,0,0,0,1,0,0,1,0,1,0,0,0,0
651,6,259.1076529,0.375560527,2,0,0,0,1,0,0,0,1,1,0,0,0,0
393,3,371.4566393,0.254138199,0,0,0,0,1,0,0,0,1,1,0,0,0,0
384,5,647.2481939,0.432081926,1,1,0,0,1,0,0,1,0,0,0,1,0,0
444,5,141.3183977,0.503328966,2,0,0,0,1,0,0,0,1,1,0,0,0,0
64,4,2602.309129,0.119709018,0,0,0,0,1,0,1,0,0,1,0,0,0,0
196,4,1055.24986,0.408471499,2,0,0,0,0,1,1,0,0,1,0,0,0,0
773,2,38.33239482,0.219132719,1,0,0,0,0,1,1,0,0,1,0,0,0,0
828,4,293.1352808,0.552050933,1,0,0,0,0,1,1,0,0,0,0,0,1,0
450,3,41.26408919,0.171733281,1,0,0,0,0,1,0,1,0,0,0,0,1,0
615,6,208.5612853,0.446197309,0,0,1,0,1,0,1,0,0,0,0,0,0,1
562,3,270.1601889,0.128091047,2,0,0,0,1,0,0,1,0,0,1,0,0,0
1115,1,1012.621059,0.457402478,1,0,0,0,1,0,0,1,0,0,1,0,0,0
723,3,1014.780205,0.529852743,3,0,1,0,0,1,0,0,1,0,1,0,0,0
474,3,37.10770707,0.791473205,2,0,1,0,0,1,0,1,0,1,0,0,0,0
308,5,709.63344,0.188579743,2,1,0,0,0,1,1,0,0,1,0,0,0,0
178,6,2593.523797,0.657908236,1,0,1,0,0,1,0,1,0,0,1,0,0,0
540,8,791.8745689,0.133995797,1,0,1,0,1,0,0,1,0,1,0,0,0,0
348,3,2586.122756,0.313418565,2,0,0,0,1,0,0,1,0,0,1,0,0,0
215,2,383.1504075,0.311746798,0,0,0,0,1,0,1,0,0,1,0,0,0,0
370,6,492.6205214,0.145284174,0,0,0,0,1,0,1,0,0,1,0,0,0,0
283,4,547.3285633,0.158913605,1,0,0,0,1,0,1,0,0,1,0,0,0,0
837,7,2061.060847,0.043577137,3,0,1,0,1,0,1,0,0,1,0,0,0,0
676,3,382.7913718,0.511457897,1,0,0,0,1,0,1,0,0,0,1,0,0,0
498,6,3279.569709,0.548764248,4,0,1,0,1,0,1,0,0,0,0,0,1,0
795,7,626.6781713,0.144089338,3,1,1,0,1,0,0,0,1,0,0,1,0,0
515,3,196.8439416,0.147762246,1,0,0,0,1,0,1,0,0,1,0,0,0,0
327,2,87.57341324,0.246605933,4,0,1,0,1,0,0,1,0,1,0,0,0,0
804,4,151.8373813,0.215081115,1,0,0,0,1,0,0,1,0,0,1,0,0,0
607,5,32.06010456,0.41556775,3,0,1,0,1,0,0,1,0,0,1,0,0,0
292,6,942.9306556,0.286948542,1,0,1,0,0,1,1,0,0,0,0,0,1,0
461,6,582.0322081,0.406620522,3,0,1,0,1,0,0,1,0,0,0,1,0,0
324,4,1071.296265,0.339230724,2,1,0,0,1,0,0,1,0,1,0,0,0,0
223,6,1219.570666,0.609144954,1,0,1,0,0,1,0,0,1,1,0,0,0,0
685,2,2143.140628,0.395629263,2,0,0,0,0,1,1,0,0,1,0,0,0,0
881,4,99.54254759,0.358983626,1,0,0,0,0,1,0,1,0,1,0,0,0,0
220,2,164.7374052,0.326798618,3,0,1,0,1,0,0,0,1,0,0,0,1,0
612,3,635.7441516,0.619831458,1,0,1,0,1,0,1,0,0,0,1,0,0,0
369,4,110.97236,0.344468203,2,0,0,0,1,0,0,1,0,1,0,0,0,0
402,4,77.84485554,0.275764639,4,1,1,0,1,0,1,0,0,0,0,1,0,0
381,8,878.1004577,0.37866248,0,0,1,0,0,1,1,0,0,0,1,0,0,0
327,2,1031.948558,0.102267541,1,0,0,0,1,0,0,0,1,0,1,0,0,0
509,6,1483.250914,0.095397204,2,1,0,0,1,0,1,0,0,0,1,0,0,0
333,3,1979.141828,0.427971703,2,0,0,0,1,0,0,1,0,0,1,0,0,0
554,3,467.4334236,0.504181255,2,0,0,0,1,0,1,0,0,0,0,1,0,0
489,5,3124.607658,0.354935564,0,0,0,0,1,0,1,0,0,1,0,0,0,0
452,3,30.89869121,0.081618662,2,1,1,0,0,1,0,0,1,1,0,0,0,0
318,6,1632.962415,0.174534453,3,1,1,0,0,1,1,0,0,1,0,0,0,0
384,6,310.2681752,0.479249768,1,0,0,0,0,1,1,0,0,1,0,0,0,0
651,4,2037.914324,0.24347611,1,0,1,0,1,0,1,0,0,0,0,1,0,0
600,2,201.444723,0.037883138,2,0,0,0,1,0,1,0,0,1,0,0,0,0
304,5,1080.722174,0.50031096,3,0,1,0,1,0,1,0,0,0,0,0,1,0
519,5,443.3439576,0.121444641,2,0,0,0,1,0,0,1,0,1,0,0,0,0
650,2,384.3209933,0.531266875,3,0,1,0,0,1,0,1,0,1,0,0,0,0
166,3,49.00639147,0.083852131,2,1,0,0,1,0,1,0,0,1,0,0,0,0
608,5,979.100246,0.658658485,1,0,1,0,0,1,0,1,0,0,1,0,0,0
367,7,154.2396579,0.228894665,3,0,1,0,1,0,0,1,0,1,0,0,0,0
614,7,497.3955699,0.116936763,1,1,1,0,1,0,0,0,1,1,0,0,0,0
347,1,121.8760886,0.259977487,3,0,1,0,1,0,0,0,1,0,0,1,0,0
139,2,742.0387262,0.296828426,0,0,1,0,1,0,0,0,1,1,0,0,0,0
174,3,210.1951533,0.416858911,2,0,1,0,0,1,1,0,0,0,0,1,0,0
509,8,721.9034189,0.17760868,0,0,1,0,1,0,1,0,0,0,0,1,0,0
551,7,2344.192072,0.208918802,0,0,1,0,0,1,0,1,0,0,0,0,0,1
319,6,2029.821054,0.332564322,1,0,1,0,0,1,1,0,0,0,0,0,0,1
627,5,178.979335,0.341122284,2,0,0,0,1,0,0,0,1,1,0,0,0,0
167,2,83.56483715,0.4611869,1,0,0,0,0,1,1,0,0,0,0,1,0,0
486,2,34.87826014,0.518090281,1,0,1,0,1,0,1,0,0,1,0,0,0,0
257,2,1410.55916,0.762723695,1,0,1,0,1,0,1,0,0,0,0,1,0,0
369,1,229.4074198,0.185560846,3,0,1,0,0,1,0,1,0,1,0,0,0,0
509,3,267.1901087,0.322963439,3,1,1,1,0,0,0,1,0,1,0,0,0,0
327,3,205.2002822,0.160064262,4,0,1,0,1,0,0,0,1,1,0,0,0,0
423,3,1466.485057,0.21872654,1,0,0,0,1,0,1,0,0,1,0,0,0,0
701,2,3086.86145,0.574488612,0,0,1,0,1,0,0,1,0,1,0,0,0,0
384,6,1125.807359,0.324218442,0,0,0,0,1,0,0,1,0,0,0,1,0,0
667,4,1387.900509,0.435494502,3,0,1,0,1,0,0,0,1,1,0,0,0,0
274,7,775.1215165,0.513118891,2,1,1,0,0,1,1,0,0,0,0,1,0,0
605,4,601.9355181,0.260200787,1,1,1,0,1,0,1,0,0,1,0,0,0,0
788,7,1022.893878,0.267201351,2,1,1,0,1,0,1,0,0,1,0,0,0,0
64,1,29.13443062,0.514063016,2,1,0,0,1,0,0,1,0,0,1,0,0,0
340,5,50.69314849,0.215833569,3,1,1,0,1,0,1,0,0,0,0,0,0,1
615,5,929.9409887,0.32515667,2,0,0,0,1,0,1,0,0,1,0,0,0,0
459,4,326.458763,0.140522384,1,0,0,0,1,0,0,0,1,1,0,0,0,0
574,4,536.8492685,0.33592602,2,0,0,0,0,1,1,0,0,0,1,0,0,0
379,10,1218.580884,0.145505788,0,0,1,0,1,0,0,0,1,1,0,0,0,0
517,1,688.6051804,0.245540549,1,0,0,0,1,0,1,0,0,1,0,0,0,0
468,5,1308.879656,0.204867795,2,0,0,0,0,1,0,1,0,1,0,0,0,0
733,3,434.6174048,0.461160387,1,0,0,0,1,0,0,1,0,1,0,0,0,0
550,4,271.0942383,0.14372477,4,0,1,0,1,0,1,0,0,1,0,0,0,0
567,5,214.1330215,0.292202375,2,0,0,0,1,0,1,0,0,0,0,1,0,0
417,1,112.9568512,0.32950335,0,0,0,0,1,0,0,1,0,0,1,0,0,0
402,4,29.99247507,0.460704634,3,0,1,0,1,0,0,1,0,0,0,1,0,0
413,5,43.69084296,0.124883336,2,0,0,0,1,0,0,0,1,1,0,0,0,0
578,4,252.8639505,0.300602102,0,1,0,0,0,1,1,0,0,1,0,0,0,0
415,3,261.041411,0.102109143,1,0,0,0,0,1,0,1,0,1,0,0,0,0
557,5,384.734579,0.660001721,1,0,1,0,1,0,1,0,0,1,0,0,0,0
915,2,716.4405828,0.168195964,2,0,0,0,1,0,0,1,0,1,0,0,0,0
674,2,1139.361602,0.174136757,1,0,0,0,1,0,0,1,0,0,1,0,0,0
434,4,176.2231347,0.433685046,2,0,1,0,1,0,1,0,0,1,0,0,0,0
740,6,1139.190924,0.06359141,2,0,0,0,1,0,1,0,0,0,0,1,0,0
418,4,119.7188894,0.51590115,0,0,0,0,1,0,1,0,0,0,0,1,0,0
92,7,3585.910537,0.387774219,0,1,1,0,1,0,0,1,0,1,0,0,0,0
298,7,268.4159892,0.52431697,1,0,1,0,0,1,0,1,0,1,0,0,0,0
125,1,1452.849999,0.309181293,2,0,1,0,1,0,1,0,0,0,1,0,0,0
429,2,169.0370343,0.673171562,2,0,1,0,0,1,0,0,1,1,0,0,0,0
503,4,2406.936985,0.303831247,1,0,1,0,0,1,0,0,1,1,0,0,0,0
835,3,1401.846958,0.37310085,3,0,1,0,1,0,0,1,0,0,0,1,0,0
565,3,356.2666218,0.112024644,1,0,0,0,0,1,0,1,0,0,0,1,0,0
456,3,437.8142872,0.537038804,2,0,0,0,0,1,1,0,0,1,0,0,0,0
665,3,3.076302015,0.415681056,2,0,0,0,1,0,1,0,0,1,0,0,0,0
64,5,231.6748458,0.382449099,0,0,1,0,1,0,0,1,0,0,1,0,0,0
547,2,273.199914,0.508281549,1,0,1,0,1,0,1,0,0,0,1,0,0,0
654,3,482.2631138,0.52121489,2,1,0,0,0,1,1,0,0,0,0,1,0,0
204,3,119.7749058,0.632198746,1,0,1,0,1,0,0,1,0,0,0,0,1,0
728,5,521.2463245,0.023215298,1,1,0,0,1,0,1,0,0,1,0,0,0,0
567,5,883.2259258,0.404671326,3,0,1,0,1,0,1,0,0,1,0,0,0,0
416,4,371.2583422,0.113077635,2,0,1,0,1,0,1,0,0,0,0,0,0,1
626,7,211.3758746,0.312969224,0,0,1,0,1,0,0,1,0,0,1,0,0,0
954,5,634.7568436,0.276354271,1,0,0,0,0,1,0,1,0,1,0,0,0,0
536,3,23.54626418,0.1991966,1,0,0,0,1,0,1,0,0,1,0,0,0,0
549,5,333.4280916,0.162362047,1,0,0,0,0,1,1,0,0,1,0,0,0,0
408,10,599.9268325,0.350423114,1,0,1,0,0,1,1,0,0,0,0,1,0,0
330,2,327.3891479,0.103581299,5,0,1,0,1,0,1,0,0,1,0,0,0,0
666,1,339.0231409,0.218104275,4,0,1,0,1,0,1,0,0,1,0,0,0,0
328,3,1508.662714,0.229811367,0,1,0,0,0,1,1,0,0,1,0,0,0,0
514,5,2174.380887,0.488949065,1,0,0,0,0,1,1,0,0,1,0,0,0,0
404,5,1405.388721,0.192903118,2,0,0,0,1,0,0,0,1,1,0,0,0,0
595,3,83.28233437,0.646932432,2,0,1,0,1,0,0,0,1,1,0,0,0,0
566,5,273.7020963,0.204817138,0,0,0,0,1,0,0,1,0,1,0,0,0,0
707,4,993.8781439,0.304146285,0,0,0,0,0,1,1,0,0,1,0,0,0,0
397,6,2931.905218,0.39583696,0,0,1,0,0,1,0,1,0,1,0,0,0,0
446,3,221.9547187,0.235330587,1,1,0,0,1,0,0,1,0,0,0,1,0,0
304,2,1827.878495,0.147782786,3,0,1,0,0,1,1,0,0,0,0,1,0,0
411,5,1074.633836,0.295517799,1,1,0,0,1,0,1,0,0,0,0,1,0,0
575,4,3281.113052,0.177076577,1,0,0,0,0,1,1,0,0,1,0,0,0,0
651,2,78.60684152,0.143813212,1,0,0,0,1,0,1,0,0,1,0,0,0,0
315,8,401.6853266,0.472471089,2,0,1,0,1,0,0,1,0,1,0,0,0,0
673,4,520.2464211,0.284096799,1,0,0,0,1,0,1,0,0,0,0,1,0,0
771,2,891.9948869,0.629951766,1,0,1,0,1,0,1,0,0,0,1,0,0,0
582,12,848.9885497,0.327074368,1,0,1,0,1,0,0,1,0,0,0,1,0,0
875,5,1894.512914,0.294043305,1,0,0,0,1,0,1,0,0,0,1,0,0,0
345,6,1459.458142,0.058607245,0,0,0,0,1,0,1,0,0,1,0,0,0,0
251,3,45.57183033,0.479155451,3,0,1,0,1,0,0,0,1,0,0,1,0,0
144,4,533.2667112,0.335509619,0,0,0,0,1,0,1,0,0,1,0,0,0,0
799,3,418.1313123,0.190132463,2,0,0,0,0,1,1,0,0,0,1,0,0,0
630,6,4686.830897,0.181384951,0,0,0,0,0,1,1,0,0,1,0,0,0,0
488,6,445.8562117,0.35141574,1,0,0,0,1,0,1,0,0,0,0,1,0,0
555,2,918.1222201,0.529656747,1,0,0,0,1,0,0,1,0,1,0,0,0,0
274,1,267.7400471,0.179063917,1,0,0,0,1,0,1,0,0,0,1,0,0,0
989,6,762.8389264,0.295896499,1,0,0,0,0,1,0,1,0,1,0,0,0,0
525,4,185.1755813,0.508666753,2,1,1,0,0,1,1,0,0,0,0,0,0,1
521,4,740.2786135,0.114409715,2,0,0,0,1,0,0,0,1,0,0,1,0,0
645,6,1621.116478,0.234685259,2,0,0,0,0,1,0,0,1,0,0,1,0,0
596,1,15.54019663,0.459042183,1,0,0,0,0,1,1,0,0,0,0,0,1,0
544,4,561.8898632,0.298182361,3,0,1,0,0,1,1,0,0,1,0,0,0,0
341,2,3230.550958,0.578083844,3,0,1,0,1,0,0,1,0,1,0,0,0,0
594,3,138.7806583,0.442580645,1,0,0,0,1,0,1,0,0,0,0,1,0,0
876,1,162.0967976,0.671955855,3,0,1,0,1,0,1,0,0,1,0,0,0,0
769,6,509.1469378,0.250743142,0,0,0,0,1,0,1,0,0,1,0,0,0,0
818,3,1638.312008,0.347133075,1,0,1,0,1,0,1,0,0,0,1,0,0,0
397,3,661.8177138,0.444008842,2,1,0,0,1,0,1,0,0,1,0,0,0,0
